Name,FIPS,"% Male Population, 2017","% Female Population, 2017","Healthcare (Household Average), 2017","% Employment, Blue Collar, 2017","% Employment, White Collar, 2017","% Non-Family Population, 2017","Total Population, Median Age, 2017","% American Indian and Alaska Native Population, 2017","% White Non-Hispanic Population, 2017","% Hispanic Population, 2017","% White Population, 2017","% Black Population, 2017","% Asian Population, 2017","Median Household Income, 2017","% Education, High School, 2017","% Education, < High School, 2017","% Education Attainment, Bachelor's Degree, 2017"
"95307, Ceres, CA",95307,49.6254,50.3746,4406.2096,35.8736,40.6153,7.5206,30.7,1.2338,26.0054,57.6773,55.0297,2.3275,7.4584,53774,30.3167,30.0281,7.2763
"93274, Tulare, CA",93274,49.6233,50.3767,4385.6708,23.3711,44.5051,8.3689,30.1,1.3049,28.5687,61.8645,61.4062,3.9519,2.319,53963,30.9076,28.3087,8.8256
"94507, Alamo, CA",94507,49.6231,50.3769,5942.9573,6.551,87.1523,7.3912,49.4,0.2006,79.425,6.3336,84.0506,0.62,9.8407,184841,6.4494,1.7481,42.8462
"94929, Dillon Beach, CA",94929,49.616,50.384,5361.3559,19.5783,66.2651,22.7343,53.4,1.5361,80.4916,13.5177,88.7865,0.1536,1.3825,131579,6.5666,5.6285,27.0169
"91706, Baldwin Park, CA",91706,49.6151,50.3849,4513.2882,35.1205,41.1246,4.2259,32,1.0696,0.3343,80.5603,42.5237,1.2041,15.7045,59830,25.6174,41.9606,10.302
"94541, Hayward, CA",94541,49.6124,50.3876,4033.5858,25.7268,53.9883,15.046,34.5,1.4475,19.0842,45.7074,37.1646,14.0437,16.4951,66456,25.8869,20.535,16.321
"90031, Los Angeles, CA",90031,49.6096,50.3904,4024.5819,29.9258,44.3592,9.9345,34.9,1.2544,1.9471,68.2091,33.8615,1.2997,27.5995,39446,22.2317,45.3015,9.4975
"90650, Norwalk, CA",90650,49.6096,50.3904,4632.1427,29.3765,50.7706,6.2124,33.5,1.3523,6.6037,70.8824,47.683,4.3352,13.5689,71728,26.3597,25.979,11.355
"95444, Graton, CA",95444,49.6077,50.3923,5122.049,7.4689,78.2158,21.0113,46.5,1.8309,67.4804,24.15,76.1116,0.8718,2.0924,94811,15.7263,16.3265,27.8511
"95212, Stockton, CA",95212,49.607,50.393,4529.2733,24.8307,53.3187,5.5909,33.9,0.5773,19.0226,27.72,29.2807,6.6451,42.3623,71033,25.871,17.4015,14.32
"95019, Freedom, CA",95019,49.6033,50.3967,4330.6535,24.8847,37.1886,6.6311,29.4,1.5749,8.3837,84.5234,38.1528,1.1486,2.9366,45749,27.231,44.7665,5.7131
"90701, Artesia, CA",90701,49.6001,50.3999,4527.0764,16.5794,57.8601,7.2635,38.9,0.6614,15.9582,39.1438,37.0333,3.4454,37.8269,75121,22.0993,24.7167,18.2697
"93601, Ahwahnee, CA",93601,49.5992,50.4008,4993.6646,28.4195,54.8632,13.5772,52,2.3547,81.9138,10.1703,88.6774,0.6513,0.9018,64720,26.6798,8.2345,11.5283
"95688, Vacaville, CA",95688,49.5964,50.4036,5020.445,21.4164,57.0882,11.356,38.8,0.8684,57.7071,26.901,71.5626,4.3281,6.0649,102623,23.8111,9.9691,18.7008
"92075, Solana Beach, CA",92075,49.5962,50.4038,5117.7856,4.7165,74.9191,24.279,44.8,0.6383,74.2213,17.4114,83.6192,0.4922,4.7297,109774,9.7931,6.9451,33.7863
"92129, San Diego, CA",92129,49.596,50.404,5131.9106,9.0722,79.0034,7.4604,38.7,0.3631,47.1045,10.6567,53.3992,2.7282,34.2,133625,11.4694,4.2377,33.9574
"92833, Fullerton, CA",92833,49.595,50.405,4648.6415,16.7343,66.5698,8.3591,37.1,0.6754,23.5225,34.1023,41.7392,2.1309,37.4436,83294,19.8568,13.7784,27.2313
"90278, Redondo Beach, CA",90278,49.5946,50.4054,5023.4212,7.5995,80.2567,21.0114,38.6,0.5147,56.6129,18.3337,68.5934,3.0613,15.0539,127677,11.4104,5.3399,36.2479
"91762, Ontario, CA",91762,49.5941,50.4059,4342.9287,34.2347,44.1609,8.7503,31.2,1.025,12.3298,72.5875,52.4625,5.135,6.16,61291,26.8137,29.9989,9.1215
"94518, Concord, CA",94518,49.5934,50.4066,4902.4486,14.5726,69.4242,16.8881,40.7,0.7328,49.5165,24.9088,61.5258,3.4934,14.8871,93433,18.9483,6.889,24.5599
"94555, Fremont, CA",94555,49.5876,50.4124,4817.9033,8.7657,81.7281,6.9022,37.4,0.3531,14.8394,9.8291,19.1731,3.3581,66.4726,133748,13.9602,8.3134,33.3085
"92250, Holtville, CA",92250,49.5831,50.4169,4567.6874,21.8677,47.9342,8.8251,34.7,0.6497,15.4737,80.4223,64.797,0.4873,1.2236,43387,22.0829,35.5974,9.3521
"94569, Port Costa, CA",94569,49.5822,50.4178,5316.9811,15.2542,63.8418,20.6128,50.1,1.1142,69.0808,12.5348,76.6017,5.0139,5.0139,123000,28.8732,8.0986,13.0282
"91746, La Puente, CA",91746,49.5702,50.4298,4769.3713,32.8278,44.5099,4.3781,33.6,1.2092,1.0937,84.704,50.077,1.6229,9.1411,66902,29.3761,35.7077,8.634
"91351, Canyon Country, CA",91351,49.5644,50.4356,4948.4614,20.0115,64.8217,10.3137,34.5,0.7882,42.0307,40.1958,62.4088,3.599,8.368,89581,23.8143,15.5546,17.6002
"92683, Westminster, CA",92683,49.5584,50.4416,4480.2607,23.9913,52.9441,8.9339,39.9,0.4716,20.5239,25.4909,33.2565,0.9861,51.1426,69995,23.1737,25.7957,15.622
"95662, Orangevale, CA",95662,49.5582,50.4418,5014.53,19.1034,62.5113,13.9553,41.7,0.8481,78.5036,10.9721,85.4101,1.4975,3.9173,87151,24.9406,7.5928,17.9498
"94536, Fremont, CA",94536,49.5561,50.4439,4736.9756,14.2787,72.2133,11.338,37.4,0.7255,28.9332,18.9838,37.0838,3.7288,42.5451,107258,23.1107,9.5886,26.0313
"94588, Pleasanton, CA",94588,49.5549,50.4451,5257.9437,8.4047,79.135,9.3319,39,0.3765,49.3885,9.9186,55.5825,1.9411,33.6058,152655,11.0966,3.9684,35.1067
"95503, Eureka, CA",95503,49.5507,50.4493,4644.2577,17.4822,62.8412,22.7365,42.7,3.285,74.9067,10.1221,79.6033,1.2038,4.6753,61087,23.156,11.1263,18.4903
"90262, Lynwood, CA",90262,49.545,50.455,4055.7589,42.1618,36.5538,3.6624,28.5,0.7902,0.2146,87.7551,38.6363,9.9217,1.1187,50115,28.0963,46.487,4.3413
"96013, Burney, CA",96013,49.5436,50.4564,4525.3521,20.0954,45.7084,17.5034,46.2,8.9457,76.2894,11.1365,80.8079,0.7074,0.4336,43933,31.6971,10.0417,8.6943
"95692, Wheatland, CA",95692,49.5431,50.4569,4716.5006,17.923,52.2931,12.3858,35.8,2.0999,65.9343,19.1522,74.4507,1.6916,5.8137,69029,23.3952,16.5805,9.3398
"95838, Sacramento, CA",95838,49.5407,50.4593,3666.0543,25.9005,43.1457,9.7982,29.6,1.3103,21.1231,32.3919,33.2723,18.3065,23.4333,45739,28.1039,28.6197,7.146
"94112, San Francisco, CA",94112,49.5406,50.4594,4543.6482,17.8249,53.5972,12.7137,41.1,0.4829,12.954,29.9888,22.2286,3.7542,51.3033,84667,21.4151,22.0706,21.0984
"92201, Indio, CA",92201,49.539,50.461,4448.9712,19.9873,42.5896,8.4899,31.8,1.1903,14.8107,75.4902,53.9718,2.5274,2.0933,51308,25.4668,32.0912,8.3706
"94539, Fremont, CA",94539,49.5373,50.4627,5190.2788,6.0425,89.1636,4.9845,41.8,0.2009,17.6357,4.8536,20.3971,1.071,73.0313,181400,9.6103,4.9525,33.2128
"93703, Fresno, CA",93703,49.5347,50.4653,3756.0917,31.3293,35.3211,10.2639,28.9,2.5454,14.0307,61.1227,34.9608,6.732,14.5416,35445,25.4916,36.9081,5.7895
"93645, O Neals, CA",93645,49.5327,50.4673,4852.381,17.4603,58.7302,12.3832,50.2,6.7757,78.271,12.1495,85.0467,0.4673,0.9346,51923,28.3077,13.2308,12.3077
"93110, Santa Barbara, CA",93110,49.5321,50.4679,4952.0496,10.3218,69.584,20.3337,44.1,1.0289,59.1292,29.0066,75.2311,2.6565,5.6153,89137,15.45,10.7634,26.7456
"95124, San Jose, CA",95124,49.5312,50.4688,5269.7497,11.7491,76.6543,11.7294,40.2,0.5581,58.584,17.0076,67.3992,1.7919,16.4576,127053,14.5911,6.2412,31.3408
"93631, Kingsburg, CA",93631,49.5287,50.4713,4765.6139,21.502,53.1581,8.8085,35,1.4952,44.4438,46.7419,69.0307,0.6342,4.0901,66034,24.9423,22.5783,14.1287
"92861, Villa Park, CA",92861,49.5283,50.4717,5996.7262,9.704,81.9783,5.4414,51.3,0.5728,68.4131,11.2365,76.0782,0.7749,16.4926,188015,13.1286,2.9579,27.4858
"95625, Elmira, CA",95625,49.5283,50.4717,5122.4719,36.6559,43.4084,16.8239,49.6,2.673,59.2767,28.9308,76.5723,3.4591,5.1887,93182,26.501,7.4534,9.3168
"96086, Seiad Valley, CA",96086,49.5283,50.4717,4405.2083,10,60,21.6981,53.2,19.3396,68.3962,5.6604,71.6981,0,0.9434,33182,24.4048,10.7143,10.119
"93230, Hanford, CA",93230,49.5274,50.4726,4461.3875,21.7492,47.8003,10.886,31.7,1.4542,36.446,50.733,56.9768,4.1228,4.0261,64027,23.486,20.4382,12.79
"92691, Mission Viejo, CA",92691,49.5197,50.4803,5287.636,10.0008,74.0943,11.1747,41.5,0.4946,63.7497,20.6184,78.088,1.4163,9.5112,113850,14.9387,6.9002,26.6936
"95248, Rail Road Flat, CA",95248,49.5122,50.4878,4452.4324,36.2069,31.0345,21.4634,51.7,2.6829,86.3415,6.3415,90.2439,0.2439,2.439,41250,43.9103,14.1026,6.0897
"92086, Warner Springs, CA",92086,49.512,50.488,4769.4215,18.4848,51.5152,20.142,53.7,16.0603,62.4667,16.1491,72.7595,1.331,1.9521,54455,28.3814,8.7583,12.9712
"92508, Riverside, CA",92508,49.5114,50.4886,4993.7893,18.1099,65.6432,5.7061,33.5,0.7013,40.9561,32.3621,57.7624,9.1612,12.294,114572,19.6448,8.7903,19.3609
"94014, Daly City, CA",94014,49.5108,50.4892,4481.0577,19.4886,51.6759,10.5687,38.9,0.6839,7.2643,34.9075,20.3002,2.9453,53.1843,83254,22.5435,17.8632,23.1768
"92595, Wildomar, CA",92595,49.5075,50.4925,4927.3339,23.7381,53.5938,8.5237,35.9,1.3405,50.0379,34.092,67.1261,3.8175,6.2245,80783,25.914,12.0178,14.7393
"93221, Exeter, CA",93221,49.5052,50.4948,4581.9675,23.0691,50.0085,9.7801,34.6,1.8693,46.8845,47.3671,70.3604,0.733,1.7288,53554,25.4184,23.3412,12.9455
"90621, Buena Park, CA",90621,49.5029,50.4971,4230.8202,21.3461,55.2556,8.2759,33.3,1.1792,12.9017,48.8007,35.9312,4.8187,31.5064,67241,20.0388,24.4708,23.1846
"94621, Oakland, CA",94621,49.5023,50.4977,3018.8181,35.613,31.2862,9.7341,30,1.0858,0.5312,54.5898,18.4437,36.2161,6.7482,37436,26.4375,38.9487,6.1584
"95066, Scotts Valley, CA",95066,49.5013,50.4987,5400.2693,8.8518,76.419,14.8315,43.3,0.6806,78.6253,10.0809,84.252,0.9636,5.4111,135901,13.4312,3.2192,26.8041
"95340, Merced, CA",95340,49.5011,50.4989,4384.5195,19.1831,59.1296,14.3145,32.8,1.687,38.8527,42.5933,55.9981,4.4986,9.6174,56887,22.3968,17.3792,13.7823
"94553, Martinez, CA",94553,49.4929,50.5071,4936.5121,17.4764,67.5264,18.597,41.9,0.9506,61.46,17.4353,71.2553,3.8149,9.9224,94474,20.3307,7.974,23.5778
"95762, El Dorado Hills, CA",95762,49.4908,50.5092,5619.9856,8.769,80.4659,7.586,41.1,0.4721,72.548,9.6698,78.8585,1.7723,10.7475,146608,11.8305,2.8863,33.217
"90040, Los Angeles, CA",90040,49.4906,50.5094,4583.0395,32.8039,45.5367,6.7605,33.1,1.4632,0.5371,91.9707,52.6209,1.3243,2.8616,60507,23.1299,44.6439,6.7774
"95567, Smith River, CA",95567,49.4901,50.5099,4692.5411,17.1032,41.4484,18.8943,46.6,12.6141,56.0386,28.5561,63.0166,0.2684,0.8588,49842,18.8822,20.997,6.6465
"90504, Torrance, CA",90504,49.4892,50.5108,4609.0023,15.2679,70.7442,13.1667,41.3,0.5122,26.6545,23.1444,38.6926,3.9529,40.1482,88720,21.8751,8.7927,23.9194
"93605, Big Creek, CA",93605,49.4845,50.5155,5096.9697,28.125,46.875,10.3093,39.4,2.0619,81.4433,13.4021,88.6598,0,3.0928,114286,3.0769,7.6923,30.7692
"95991, Yuba City, CA",95991,49.4837,50.5163,4235.9476,20.4716,48.3732,15.8329,33.1,1.3395,45.4262,36.622,61.7487,2.9591,10.6113,50931,23.3504,23.3192,9.8648
"90027, Los Angeles, CA",90027,49.4831,50.5169,4062.5016,9.5793,73.7233,37.9929,39.3,0.523,54.7726,22.7353,67.266,3.2158,14.3137,59545,15.9292,11.6237,31.2349
"95827, Sacramento, CA",95827,49.4813,50.5187,4215.8445,18.1859,61.6766,16.3464,34.9,0.8841,48.1371,20.618,58.1642,12.4132,11.5201,64820,24.0631,12.5723,16.189
"95254, Wallace, CA",95254,49.4812,50.5188,5067.5676,15.7549,66.7396,15.7223,47.4,1.1173,70.7901,16.9194,79.8883,0.9577,2.3943,81863,20.1105,11.8232,20.9945
"92649, Huntington Beach, CA",92649,49.4783,50.5217,5141.817,11.691,74.8863,20.153,44.5,0.4663,69.4976,13.7727,78.5278,0.7734,11.7057,111388,14.9642,4.5793,26.9614
"91709, Chino Hills, CA",91709,49.4751,50.5249,5020.8786,11.7319,74.9625,6.8956,37.3,0.4524,27.3001,31.9136,47.8521,4.5315,33.4119,118400,16.2643,7.0323,27.6806
"95966, Oroville, CA",95966,49.4722,50.5278,4584.9764,23.3622,51.5459,17.951,45.1,4.5914,68.0417,13.2042,74.7766,2.6098,6.1974,52908,32.348,15.8469,9.0023
"93551, Palmdale, CA",93551,49.4665,50.5335,4934.67,19.4168,64.7318,7.7431,36.9,0.9141,41.1593,33.1982,59.5789,11.4415,8.5214,98378,19.9666,10.4811,18.7373
"94089, Sunnyvale, CA",94089,49.465,50.535,4758.6272,14.4922,69.4582,17.3491,38.1,0.6515,27.5313,22.4616,36.5863,2.3922,43.3633,100236,16.5034,13.3557,23.886
"93065, Simi Valley, CA",93065,49.4612,50.5388,5275.1806,16.7545,65.1703,10.4023,38.1,0.6102,60.1256,26.7664,75.6216,1.409,8.8644,115214,20.3082,10.4924,21.9194
"94301, Palo Alto, CA",94301,49.4535,50.5465,5136.7183,3.0602,92.9186,25.2905,43.8,0.1496,66.7357,5.1835,69.9747,2.0711,20.5155,169090,3.7574,1.3289,29.5937
"95222, Angels Camp, CA",95222,49.4487,50.5513,4867.3827,25.1962,51.9623,18.3605,47.9,1.534,79.6021,13.1831,85.8821,0.4075,2.0853,71383,24.7002,7.0665,16.2075
"95482, Ukiah, CA",95482,49.4477,50.5523,4440.9659,17.6437,50.8834,19.5536,37.5,4.377,55.3147,33.025,68.359,0.9184,2.9062,55713,28.6855,14.8532,12.0567
"95683, Sloughhouse, CA",95683,49.4463,50.5537,5606.7578,5.6285,84.5403,10.366,51.9,0.6152,79.0218,10.1353,85.343,2.9376,3.8604,126740,12.6875,2.3713,32.6713
"90022, Los Angeles, CA",90022,49.4459,50.5541,4218.8609,36.9833,39.5703,6.4297,30.9,1.4992,0.3079,96.0237,51.0423,0.6186,1.613,42194,23.1235,51.8509,4.4282
"92505, Riverside, CA",92505,49.4418,50.5582,4343.8641,28.5232,50.6132,9.7922,30.7,1.4563,20.1039,59.8269,49.1753,6.1418,8.5175,65823,25.9277,24.9183,10.3358
"94019, Half Moon Bay, CA",94019,49.4417,50.5583,5339.7882,12.9416,63.7637,13.9621,42.8,0.8889,58.2222,31.2466,70.6938,0.7642,5.1491,112181,13.5218,15.24,25.4411
"94596, Walnut Creek, CA",94596,49.4389,50.5611,4715.6158,7.2527,77.1762,29.2038,40.4,0.2262,66.7288,12.2644,73.8035,2.3331,13.1825,99048,10.4718,2.8003,39.4458
"92123, San Diego, CA",92123,49.438,50.562,4403.0746,12.422,71.3552,20.8701,33,1.1027,46.8284,20.8488,57.8059,9.4884,17.1684,89355,22.6653,6.1752,23.4627
"92629, Dana Point, CA",92629,49.4364,50.5636,5152.6037,10.2089,71.0376,22.0803,46.9,0.7134,74.8555,16.719,85.6817,0.9988,4.0487,110139,12.9187,4.1715,30.8868
"94608, Emeryville, CA",94608,49.4321,50.5679,3462.0222,10.1276,74.3434,38.4275,35.9,0.8445,27.8125,12.723,32.3557,36.2476,17.2269,67794,12.3569,8.9478,28.8125
"95337, Manteca, CA",95337,49.4314,50.5686,4623.4767,27.4385,52.2593,8.8033,32.5,0.9132,36.5305,40.602,54.2562,4.819,11.0484,77564,27.5295,16.0209,12.0744
"90680, Stanton, CA",90680,49.4239,50.5761,4396.8708,24.3107,50.5741,9.8628,35.3,1.0231,17.3665,49.2464,43.5533,2.4786,28.4008,65289,23.9333,29.5684,15.9211
"92064, Poway, CA",92064,49.419,50.581,5315.8219,11.3103,72.1544,8.5151,42.1,0.6881,65.2435,16.7903,73.7864,1.7927,12.1877,117048,16.8824,5.8074,29.6755
"92203, Indio, CA",92203,49.4187,50.5813,4969.9428,11.9372,60.6632,12.4218,36.2,1.1762,42.6571,46.2367,67.5585,2.5666,4.1576,90985,22.4959,10.3913,19.2062
"92571, Perris, CA",92571,49.414,50.586,4101.5182,34.2436,45.5341,4.0003,26.7,0.9411,3.9642,73.0231,36.5133,13.0041,4.9138,55824,24.9402,34.45,7.0996
"92879, Corona, CA",92879,49.4008,50.5992,4448.6112,26.5121,55.9207,9.1233,32,1.1197,21.6649,54.3776,47.9681,7.6749,11.103,75553,22.1956,22.3587,15.566
"92003, Bonsall, CA",92003,49.3989,50.6011,5219.4484,18.4734,67.841,13.7045,48.4,0.8138,68.6333,21.879,80.3403,1.535,4.0688,93066,19.8667,6.6881,22.3346
"95014, Cupertino, CA",95014,49.395,50.605,5022.6575,4.1414,90.524,9.3077,40,0.1888,25.1702,3.9784,27.3397,0.6468,66.5326,162456,6.7141,3.5872,34.972
"92024, Encinitas, CA",92024,49.3931,50.6069,5154.0677,9.4744,74.385,18.7869,43,0.579,75.4381,15.1203,83.4311,0.7329,4.9901,112471,11.7858,5.8837,33.1039
"91767, Pomona, CA",91767,49.3918,50.6082,4219.4122,29.7203,47.0828,10.9177,32.2,1.3234,12.1381,65.8611,48.5909,9.2857,7.575,57842,24.053,28.1599,12.3471
"92592, Temecula, CA",92592,49.3908,50.6092,5056.738,15.9959,62.8937,7.0463,35.1,1.8881,53.7711,24.0767,67.7026,3.9876,11.4619,105731,20.6695,5.7263,20.2907
"94945, Novato, CA",94945,49.3901,50.6099,5183.658,11.2597,64.2319,15.1069,45.5,0.6946,65.1644,21.2985,76.9349,1.7612,7.2198,98896,17.3022,6.707,28.4059
"91345, Mission Hills, CA",91345,49.3869,50.6131,4744.2153,25.2305,55.3279,8.8023,36.5,1.1824,12.1524,67.7797,51.7134,3.6895,10.9207,70833,27.5503,22.5118,14.9334
"95829, Sacramento, CA",95829,49.3865,50.6135,4577.2551,16.7398,62.2929,6.4022,34.6,0.6191,31.8851,19.3401,41.7757,9.5681,33.5199,90301,22.7886,12.012,20.7616
"93304, Bakersfield, CA",93304,49.3855,50.6145,3859.4697,31.5521,38.87,10.6712,30.3,2.3044,19.5836,63.8679,50.2364,12.0539,3.5945,42299,27.8504,33.2507,5.845
"92584, Menifee, CA",92584,49.3852,50.6148,4854.0085,20.7589,59.3651,7.954,32.9,0.8584,46.8501,32.7528,65.1703,6.0762,8.5397,86655,26.2588,10.1029,13.6165
"93427, Buellton, CA",93427,49.3823,50.6177,5063.5884,17.5561,51.3645,13.0187,40.3,1.9005,57.2854,34.0038,78.318,0.9503,3.1992,95210,20.3067,20.6552,16.7751
"95366, Ripon, CA",95366,49.3766,50.6234,5074.2506,19.481,63.524,8.8058,37.7,0.7758,63.0258,24.9598,75.1399,1.729,4.8767,89345,21.8321,10.3942,20.2795
"92111, San Diego, CA",92111,49.3738,50.6262,4346.5445,13.9873,62.3309,19.3457,36.1,1.1387,39.6937,29.0299,52.5668,6.1379,20.9742,68596,20.0552,15.5418,21.9308
"93906, Salinas, CA",93906,49.3718,50.6282,4462.6412,22.7832,43.3722,7.4011,31.3,1.4377,11.9758,71.4003,43.4607,2.2465,10.4792,65290,23.808,32.1644,10.6943
"96001, Redding, CA",96001,49.3699,50.6301,4666.6275,19.0425,60.7842,20.8312,43.6,3.6079,79.9851,8.3778,84.2902,1.4271,2.6963,61767,22.4375,8.2322,15.7325
"96106, Clio, CA",96106,49.3617,50.6383,5495,10.5882,83.5294,20.4255,60.7,0,92.766,3.4043,94.0426,0,1.7021,98913,8.6124,7.6555,20.5742
"95614, Cool, CA",95614,49.3611,50.6389,5479.277,12.7564,73.0769,14.0808,49.4,1.0952,87.1969,6.1799,91.1082,0.3911,1.2777,101737,20.464,2.4931,21.6066
"90042, Los Angeles, CA",90042,49.3608,50.6392,4301.479,22.632,56.2721,14.4381,33.9,1.322,8.4383,70.0073,45.9988,2.6301,13.4368,60006,18.2394,30.7362,16.9456
"91324, Northridge, CA",91324,49.3594,50.6406,4544.0264,16.2568,64.4392,16.1386,36.6,0.5397,31.8624,39.2415,52.7479,4.6184,19.0499,74477,19.7178,15.9878,23.6469
"93312, Bakersfield, CA",93312,49.359,50.641,5150.3535,18.2659,65.3458,8.3342,33.7,1.3078,61.9675,26.4365,75.8871,2.5206,7.4686,110122,21.5233,6.7875,21.1171
"95361, Oakdale, CA",95361,49.3571,50.6429,4897.7525,27.109,52.6625,12.0982,38.9,0.9463,65.8806,26.089,78.904,0.67,2.4425,76932,30.1893,11.4105,10.5498
"93463, Solvang, CA",93463,49.3532,50.6468,5112.2635,9.9087,63.4653,16.0543,47.3,2.6003,64.8771,28.3829,81.229,1.0091,1.7206,92158,20.6909,10.6112,22.8167
"93727, Fresno, CA",93727,49.352,50.648,4183.7983,19.8261,55.9527,9.3106,29.5,1.7725,21.6392,46.3282,40.1221,6.6611,22.0841,57854,23.567,20.7959,13.8231
"91301, Agoura Hills, CA",91301,49.3504,50.6496,5475.0301,4.7716,82.9138,12.0774,43.6,0.29,76.7828,9.3163,83.0837,1.3865,8.2595,138206,12.2173,3.7866,32.6984
"94087, Sunnyvale, CA",94087,49.3437,50.6563,4886.7453,6.3731,85.0557,13.7916,38.5,0.2736,35.2371,8.9823,39.5596,1.5145,49.8815,137971,8.4104,5.1976,34.3085
"91748, Rowland Heights, CA",91748,49.3312,50.6688,4500.9535,14.6246,64.0291,6.8128,41.5,0.4313,6.3419,29.5554,21.9238,1.5917,60.4629,76016,22.6201,13.9602,27.3609
"96103, Blairsden-Graeagle, CA",96103,49.328,50.672,5233.3333,9.5506,87.4532,21.707,62.1,0.4704,92.8091,3.6962,95.2957,0.0672,1.0081,73964,10.9857,9.2551,22.3476
"92870, Placentia, CA",92870,49.3226,50.6774,4943.8103,16.1259,68.8969,11.5947,37,0.7896,41.6586,35.239,61.0122,2.0766,17.635,97097,16.7631,13.1883,24.7826
"95519, Mckinleyville, CA",95519,49.3223,50.6777,4529.5251,18.3415,55.5528,23.4136,38.5,4.6473,79.3029,7.8174,83.0152,0.758,1.621,59574,24.2113,8.6977,19.1824
"94587, Union City, CA",94587,49.3218,50.6782,4597.3789,18.1505,65.8324,7.4375,37.7,0.5646,10.9605,23.1357,20.8614,5.8342,55.0995,103676,22.1793,13.2617,28.2461
"89019, Jean, NV",89019,49.3188,50.6812,4793.0757,9.9217,65.3177,17.3414,37.7,0.8174,56.1113,16.3293,62.3394,5.0409,17.1467,87340,27.4671,7.8947,19.0515
"91784, Upland, CA",91784,49.3173,50.6827,5473.3621,11.7995,75.9554,8.2034,45.9,0.4635,54.6245,25.1994,72.041,4.0208,13.4172,127149,13.8875,5.2737,23.6263
"94080, South San Francisco, CA",94080,49.3167,50.6833,4695.8178,18.7973,62.4114,11.2758,39,0.7597,18.1746,35.0246,32.3544,2.2267,40.8265,90380,21.4228,16.4506,23.0011
"94607, Oakland, CA",94607,49.3157,50.6843,3146.3613,12.9303,58.4495,27.6952,37.7,0.804,14.7104,12.377,18.1497,36.2681,32.1699,41502,17.4598,25.0954,20.8421
"94585, Suisun City, CA",94585,49.3152,50.6848,4269.0434,23.6022,54.4058,9.5209,34.1,0.735,25.7166,26.0373,37.5159,19.229,22.3458,89595,22.7917,12.536,16.9395
"92881, Corona, CA",92881,49.3125,50.6875,5243.563,17.6852,66.6937,4.7782,35.5,0.7684,42.3567,34.3526,61.6749,6.1501,11.9766,121940,23.7852,11.2309,16.3967
"95828, Sacramento, CA",95828,49.3121,50.6879,3995.1069,23.1982,49.4618,8.5932,33.3,0.8681,18.3124,26.7138,29.3925,14.9972,35.7039,59504,27.6341,24.681,9.9077
"90066, Los Angeles, CA",90066,49.311,50.689,4465.6298,8.6797,72.7459,27.3846,38,0.936,41.7139,32.6071,59.4041,4.4182,15.3641,82905,14.4197,11.3436,29.3358
"93003, Ventura, CA",93003,49.3083,50.6917,4915.8269,13.5371,68.0012,17.0283,40.7,1.0257,60.4135,31.0151,79.5367,1.6878,4.2017,86527,18.3825,8.8197,20.8465
"94954, Petaluma, CA",94954,49.3078,50.6922,5078.0546,17.985,59.1374,13.5601,39.5,0.6896,61.4682,25.9984,73.2735,2.1459,6.5639,94952,19.8089,10.7125,23.8946
"93722, Fresno, CA",93722,49.3072,50.6928,4292.6564,23.3177,54.5914,8.9835,30.6,1.9779,25.3978,46.2884,44.07,9.597,14.6371,64852,24.28,19.3806,13.888
"90003, Los Angeles, CA",90003,49.3068,50.6932,3213.0972,38.7631,31.0421,6.1779,27.4,0.9107,0.0476,74.6968,28.9056,25.1242,0.3763,34881,24.1567,51.2885,4.5336
"94027, Atherton, CA",94027,49.3061,50.6939,5932.9146,3.802,86.3762,9.1429,49.4,0.1574,72.099,6.1668,75.0322,1.1017,16.6977,255765,4.1216,2.621,38.5754
"92590, Temecula, CA",92590,49.2953,50.7047,4795.9375,18.3074,63.3851,10.5891,39.5,0.7589,52.4033,33.4658,69.9313,1.9516,6.8305,72794,23.4444,16.2778,15.8889
"95695, Woodland, CA",95695,49.2932,50.7068,4614.8329,20.0506,54.9072,14.697,37.2,1.2767,44.0591,45.6929,63.1757,1.514,4.1359,64049,25.4859,18.5936,15.4671
"93940, Monterey, CA",93940,49.2931,50.7069,4627.6629,9.1309,71.251,26.6716,41.8,0.5872,69.3741,14.8055,77.6689,2.2756,8.8278,83992,13.3518,6.4564,25.3015
"92399, Yucaipa, CA",92399,49.2918,50.7082,4851.4478,22.2627,57.9757,12.8655,39,0.9268,61.4645,29.9566,77.834,1.7708,3.5291,72212,24.6966,11.4965,14.3061
"91730, Rancho Cucamonga, CA",91730,49.2905,50.7095,4268.5487,20.1124,63.4953,14.6886,33,0.7447,30.1675,43.5914,54.2861,11.3043,11.6451,77096,19.3922,12.7093,18.6526
"91106, Pasadena, CA",91106,49.2851,50.7149,4285.1787,9.0195,79.2976,29.6186,35.3,0.5558,37.8952,27.3793,53.655,7.165,22.5623,85112,9.8157,10.2571,29.5961
"92284, Yucca Valley, CA",92284,49.2792,50.7208,4507.3313,25.1693,55.4858,19.3699,43.1,1.1352,70.6878,20.077,82.4371,3.0286,2.6358,53048,28.3166,14.2343,9.5477
"90032, Los Angeles, CA",90032,49.2787,50.7213,4338.8669,24.6847,50.9213,9.2123,33.6,1.7064,0.8883,81.4043,43.5844,2.2711,12.7118,53801,23.6384,36.387,11.0753
